20000055,CH NOUVION EN THIERACHE,Centre hospitalier (CH),LE NOUVION-EN-THIERACHE,2,22,Etablissement public,15,0,0,15,0,15,0,0,0,0,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,oui
20000063,CH DE SAINT QUENTIN,Centre hospitalier (CH),SAINT-QUENTIN,2,22,Etablissement public,271,124,56,451,71,70,29,21,1,51,36,0,oui,oui,non,non,oui,oui,non,non,-,oui,24,non,-,1386,4.9,non,0,oui,110,non,0,non,non,oui,12,oui,non,non,non,non,oui,oui,4195,oui,17117,oui,438,181,5,oui,oui,oui
20000071,CH DE VERVINS,Centre hospitalier (CH),VERVINS,2,22,Etablissement public,36,0,0,36,0,33,0,0,0,0,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,oui
20000253,CH DE LAON,Centre hospitalier (CH),LAON,2,22,Etablissement public,142,61,29,232,0,70,12,11,4,27,0,8,oui,oui,non,non,non,non,non,non,-,oui,17.6,non,-,1035,4.7,non,32,oui,62,non,0,non,non,oui,8,oui,non,non,non,non,non,oui,1143,oui,5129,non,253,123,7,oui,oui,oui
20000261,CH DE SOISSONS,Centre hospitalier (CH),SOISSONS,2,22,Etablissement public,196,80,48,324,0,60,8,5,0,13,0,0,oui,oui,non,non,non,non,non,non,-,oui,14.5,non,-,1535,4.6,non,27,oui,77,non,0,non,non,oui,8,oui,oui,non,non,non,non,oui,2113,oui,9903,non,307,203,sans objet,oui,oui,oui
20000287,CH DE CHAUNY,Centre hospitalier (CH),CHAUNY,2,22,Etablissement public,145,72,38,255,0,40,2,14,0,16,0,0,oui,non,non,non,non,non,non,oui,19,non,-,non,-,686,5,non,0,non,58,non,0,non,non,non,0,oui,oui,non,non,non,non,oui,837,non,0,non,208,115,1,non,non,non
20000311,CLINIQUE SAINT MARTIN,Etablissement de soins chirurgicaux,CHATEAU-THIERRY,2,22,Etablissement priv•À_ •À_ but lucratif,0,11,0,11,0,0,0,11,0,11,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
20000337,CLINIQUE NOTRE DAME (ferm•À_),Etablissement de soins chirurgicaux,LAON,2,22,Etablissement priv•À_ •À_ but lucratif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000360,CLINIQUE SAINT CHRISTOPHE COURLANCY,Etablissement de soins chirurgicaux,SOISSONS,2,22,Etablissement priv•À_ •À_ but lucratif,0,30,0,30,0,0,0,34,0,34,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,8,0,sans objet,non,non,non
20004404,CH DE CHATEAU THIERRY,Centre hospitalier (CH),CHATEAU-THIERRY,2,22,Etablissement public,132,42,24,198,0,0,6,2,1,9,0,0,oui,non,non,non,non,non,non,oui,18.1,non,-,non,-,719,4.5,non,0,oui,71,non,0,non,non,oui,8,oui,non,non,non,non,non,non,0,non,0,non,119,30,sans objet,oui,non,oui
20004495,CH BRISSET D HIRSON,Centre hospitalier (CH),HIRSON,2,22,Etablissement public,60,0,15,75,0,30,2,0,0,2,0,0,oui,non,non,non,non,non,non,oui,-,non,-,non,-,0,sans objet,non,0,oui,38,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,50,41,sans objet,oui,non,non
20010047,POLICLINIQUE ST CLAUDE,Etablissement de soins pluridisciplinaires,SAINT-QUENTIN,2,22,Etablissement priv•À_ •À_ but lucratif,35,107,40,182,0,0,4,10,0,14,0,0,non,non,non,non,non,non,non,oui,23.9,non,-,non,-,878,4.9,non,0,oui,36,non,0,non,non,non,0,non,oui,non,non,non,non,oui,3820,non,0,non,0,0,sans objet,non,non,oui
30780092,CH MOULINS YZEURE,Centre hospitalier (CH),MOULINS,3,83,Etablissement public,245,69,33,347,191,47,18,8,0,26,56,5,oui,oui,non,non,oui,non,non,non,-,oui,20.4,non,-,1102,4.7,non,0,oui,90,non,0,non,non,oui,8,oui,non,non,non,non,oui,oui,2217,oui,5656,oui,213,107,sans objet,oui,oui,oui
30780100,CH DE MONTLUCON,Centre hospitalier (CH),MONTLUCON,3,83,Etablissement public,249,57,33,339,66,0,11,7,0,18,37,0,oui,oui,oui,non,non,non,non,non,-,oui,13.3,non,-,1326,4.3,non,0,oui,88,non,0,non,oui,oui,10,non,non,non,non,non,non,oui,2392,non,0,non,240,137,sans objet,oui,oui,oui
30780118,CH JACQUES LACARIN,Centre hospitalier (CH),VICHY,3,83,Etablissement public,200,93,41,334,70,92,16,5,0,21,35,5,oui,oui,non,non,oui,oui,non,non,-,oui,19.3,non,-,1292,4.7,non,0,oui,84,non,0,non,non,oui,8,oui,non,non,non,non,non,oui,3225,oui,6178,oui,234,45,sans objet,oui,oui,oui
30780548,POLYCLINIQUE LA PERGOLA,Etablissement de soins pluridisciplinaires,VICHY,3,83,Etablissement priv•À_ •À_ but lucratif,10,101,0,111,0,20,0,16,0,16,0,0,oui,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,26,0,sans objet,non,non,non
30781116,POLYCL. ST FRANCOIS-ST ANTOINE,Etablissement de soins pluridisciplinaires,DESERTINES,3,83,Etablissement priv•À_ •À_ but lucratif,70,130,0,200,0,54,24,24,0,48,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,oui,28,non,0,non,non,non,0,oui,non,non,non,non,non,oui,6525,non,0,non,38,0,sans objet,non,non,oui
30785430,POLYCLINIQUE SAINT-ODILON,Etablissement de soins chirurgicaux,MOULINS,3,83,Etablissement priv•À_ •À_ but lucratif,18,107,0,125,0,0,3,11,0,14,0,0,oui,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,oui,1442,non,0,non,0,0,sans objet,non,non,oui
40780215,CH DE MANOSQUE,Centre hospitalier (CH),MANOSQUE,4,93,Etablissement public,45,45,18,108,0,0,5,0,1,6,0,0,oui,oui,non,non,non,non,non,oui,21.5,non,-,non,-,669,4.5,non,0,oui,61,non,0,non,non,non,0,non,non,non,non,non,non,oui,3285,non,0,non,395,267,8,oui,non,oui
40780389,CLINIQUE MEDICALE JEAN GIONO,Etablissement de soins m•À_dicaux,MANOSQUE,4,93,Etablissement priv•À_ •À_ but lucratif,40,0,0,40,0,33,0,0,0,0,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
40780470,CLINIQUE TOUTES AURES,Etablissement de soins chirurgicaux,MANOSQUE,4,93,Etablissement priv•À_ •À_ but lucratif,0,47,0,47,0,0,0,7,0,7,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
40788879,CH DE DIGNE LES BAINS,Centre hospitalier (CH),DIGNE-LES-BAINS,4,93,Etablissement public,72,53,20,145,146,0,10,7,1,18,96,0,oui,non,non,non,non,non,non,oui,22.8,non,-,non,-,526,4.6,non,0,oui,47,non,0,non,non,oui,6,non,non,non,non,non,non,oui,1427,non,0,non,197,115,7,oui,non,non
50000090,POLYCLINIQUE DES ALPES DU SUD,Etablissement de soins pluridisciplinaires,GAP,5,93,Etablissement priv•À_ •À_ but lucratif,25,50,0,75,0,0,0,11,0,11,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,oui,232,non,0,non,0,0,sans objet,non,non,non
50000116,CH DES ESCARTONS,Centre hospitalier (CH),BRIANCON,5,93,Etablissement public,57,39,12,108,17,0,6,5,1,12,12,0,oui,non,non,non,non,non,non,oui,19,non,-,non,-,406,4.3,non,0,oui,47,non,0,non,non,oui,6,non,non,non,non,non,non,oui,824,oui,3830,non,33,13,sans objet,non,oui,non
50000124,CH D'EMBRUN,Centre hospitalier (CH),EMBRUN,5,93,Etablissement public,27,0,0,27,0,34,0,0,0,0,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,oui,20,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,oui,oui
50002948,CH INTERCOMMUNAL DES ALPES DU SUD,Centre hospitalier (CH),GAP,5,93,Etablissement public,220,77,33,330,0,43,18,6,3,27,0,0,oui,oui,non,non,non,non,non,non,-,oui,15.9,non,-,1126,4.6,non,0,oui,108,non,0,non,non,oui,8,oui,non,non,non,non,oui,oui,2446,oui,5747,non,280,168,7,oui,oui,oui
60021417,HOPITAL PRIVE CANNES OXFORD,Etablissement de soins pluridisciplinaires,CANNES,6,93,Etablissement priv•À_ •À_ but lucratif,33,62,0,95,0,0,0,45,0,45,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,122,0,sans objet,non,non,non
60780491,INSTITUT ARNAULT TZANCK,Etablissement de soins pluridisciplinaires,SAINT-LAURENT-DU-VAR,6,93,Etablissement priv•À_ •À_ but non lucratif,58,67,0,125,0,0,0,33,0,33,0,0,non,oui,oui,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,oui,52,non,0,non,non,oui,8,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,oui,non,non
60780509,CLINICA JOURDAN (ferm•À_(e) en 2009),Etablissement de soins pluridisciplinaires,CANNES,6,93,Etablissement priv•À_ •À_ but lucratif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60780517,POLYCLINIQUE SAINT JEAN,Etablissement de soins pluridisciplinaires,CAGNES-SUR-MER,6,93,Etablissement priv•À_ •À_ but lucratif,38,80,34,152,0,0,9,21,0,30,0,0,non,non,non,non,non,non,non,oui,23.2,non,-,non,-,1012,4.5,non,0,oui,71,non,0,non,non,non,0,non,non,non,non,non,non,oui,5351,non,0,non,257,124,sans objet,non,non,oui
60780590,CLINIQUE DU PALAIS,Etablissement de soins chirurgicaux,GRASSE,6,93,Etablissement priv•À_ •À_ but lucratif,0,56,0,56,0,0,0,10,0,10,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,79,50,2,non,non,non
60780665,CLINIQUE LE MERIDIEN,Etablissement de soins pluridisciplinaires,CANNES,6,93,Etablissement priv•À_ •À_ but lucratif,15,36,0,51,0,17,13,7,0,20,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
60780699,CLINIQUE MOZART,Etablissement de soins chirurgicaux,NICE,6,93,Etablissement priv•À_ •À_ but lucratif,0,0,0,0,0,0,0,10,0,10,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,265,45,sans objet,non,non,non
60780715,CLINIQUE SAINT GEORGE,Etablissement de soins pluridisciplinaires,NICE,6,93,Etablissement priv•À_ •À_ but lucratif,66,136,55,257,0,0,49,21,0,70,0,0,oui,oui,non,non,oui,oui,non,oui,21.4,non,-,non,-,1978,4.1,non,0,oui,67,non,0,non,non,non,0,oui,non,non,non,non,non,oui,11471,non,0,non,0,0,sans objet,non,oui,oui
60780723,CLINIQUE DU PARC IMPERIAL,Etablissement de soins pluridisciplinaires,NICE,6,93,Etablissement priv•À_ •À_ but lucratif,33,71,0,104,0,0,18,31,0,49,0,0,oui,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,oui,39,non,0,non,non,non,0,non,non,non,non,non,non,oui,5214,non,0,non,0,0,sans objet,non,non,non
60780756,POLYCLINIQUE SANTA MARIA,Etablissement de soins pluridisciplinaires,NICE,6,93,Etablissement priv•À_ •À_ but lucratif,0,40,53,93,0,0,0,5,0,5,0,0,non,non,non,non,non,non,non,oui,27.3,non,-,non,-,2262,4.3,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,149,0,sans objet,non,non,non
60780897,CH DE GRASSE,Centre hospitalier (CH),GRASSE,6,93,Etablissement public,147,56,44,247,31,30,27,6,6,39,10,0,oui,oui,non,non,non,non,non,non,-,oui,17,non,-,1908,4.2,non,0,oui,103,non,0,non,non,oui,8,non,non,non,non,non,non,oui,1607,non,0,non,349,158,sans objet,oui,oui,oui
60780947,HOPITAL LENVAL POUR ENFANTS,Etablissement de soins pluridisciplinaires,NICE,6,93,Etablissement priv•À_ •À_ but non lucratif,53,30,0,83,22,0,5,6,0,11,0,0,non,non,non,non,non,non,non,non,-,oui,-,non,-,0,sans objet,oui,98,non,0,oui,6,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,oui,non,non
60780954,CH D'ANTIBES JUAN LES PINS,Centre hospitalier (CH),ANTIBES,6,93,Etablissement public,216,70,20,306,71,27,13,9,3,25,35,0,oui,oui,non,non,oui,oui,non,non,-,oui,18.8,non,-,1079,3.3,non,0,oui,103,non,0,non,non,oui,10,oui,non,non,non,non,non,oui,1537,non,0,non,396,249,2,oui,non,oui
60780962,CLCC - CENTRE ANTOINE LACASSAGNE,Centre de lutte contre le cancer,NICE,6,93,Etablissement priv•À_ •À_ but non lucratif,73,57,0,130,0,0,32,0,0,32,0,0,oui,non,oui,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,oui,oui,9758,non,0,non,0,0,sans objet,non,non,oui
60780988,CH PIERRE NOUVEAU,Centre hospitalier (CH),CANNES,6,93,Etablissement public,210,108,32,350,66,20,26,6,4,36,35,0,oui,oui,non,non,oui,oui,non,oui,20.7,oui,23.6,non,-,1434,4.1,non,12,oui,114,non,0,non,non,oui,10,oui,non,non,non,non,non,oui,1135,oui,8466,non,325,197,15,oui,non,oui
60781085,POLYCLINIQUE DE L'HERMITAGE,Etablissement de soins chirurgicaux,MENTON,6,93,Etablissement priv•À_ •À_ but lucratif,0,36,0,36,0,0,0,10,0,10,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
60781200,CLINIQUE SAINT ANTOINE,Etablissement de soins chirurgicaux,NICE,6,93,Etablissement priv•À_ •À_ but lucratif,15,104,0,119,0,0,0,6,0,6,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,83,0,10,non,non,non
60785011,CHU DE NICE,Centre hospitalier r•À_gional (CHR),NICE,6,93,Etablissement public,717,381,59,1157,70,275,93,29,11,133,25,5,oui,oui,oui,oui,oui,oui,non,non,-,non,-,oui,20.8,2592,4.2,oui,59,oui,194,oui,12,non,oui,oui,38,oui,oui,non,non,oui,non,non,0,oui,14093,oui,1482,419,8,oui,oui,oui
60785219,CLINIQUE PLEIN CIEL,Etablissement de soins m•À_dicaux,MOUGINS,6,93,Etablissement priv•À_ •À_ but lucratif,124,0,0,124,0,0,15,0,0,15,0,0,non,non,non,non,oui,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,oui,non,non,non,non,non,oui,6847,non,0,non,0,0,sans objet,non,non,oui
60791761,CH LA PALMOSA,Centre hospitalier (CH),MENTON,6,93,Etablissement public,53,27,0,80,0,27,0,0,1,1,0,0,oui,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,oui,49,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,328,282,7,oui,non,non
60791811,A.G.R.M.S.,Etablissement de soins m•À_dicaux,NICE,6,93,Etablissement priv•À_ •À_ but non lucratif,86,0,0,86,0,59,4,0,0,4,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,oui,6,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
60794013,CHIRURGIE CARDIAQUE A.TZANCK,Etablissement de soins chirurgicaux,SAINT-LAURENT-DU-VAR,6,93,Etablissement priv•À_ •À_ but non lucratif,8,60,0,68,0,0,0,0,0,0,0,0,non,non,non,non,non,oui,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,oui,16,oui,non,non,oui,non,non,non,0,non,0,non,0,0,sans objet,oui,non,non
60800166,CLINIQUE DE L'ESPERANCE,Etablissement de soins chirurgicaux,MOUGINS,6,93,Etablissement priv•À_ •À_ but lucratif,0,98,0,98,0,0,0,25,0,25,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
70000096,HOPITAL DE MOZE,Etablissement de soins pluridisciplinaires,SAINT-AGREVE,7,82,Etablissement priv•À_ •À_ but non lucratif,10,0,0,10,0,10,3,0,0,3,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
70002878,CH DES VALS D'ARDECHE,Centre hospitalier (CH),PRIVAS,7,82,Etablissement public,60,35,9,104,0,14,6,4,0,10,0,0,oui,non,non,non,non,non,non,oui,22.8,non,-,non,-,237,4.4,non,0,oui,37,non,0,non,non,non,0,non,non,non,non,non,non,oui,565,non,0,non,94,64,10,oui,oui,oui
70005566,CH D'ARDECHE MERIDIONALE,Centre hospitalier (CH),AUBENAS,7,82,Etablissement public,141,42,20,203,0,150,5,0,0,5,0,0,oui,oui,non,non,non,non,non,non,-,oui,21.6,non,-,810,4.6,non,0,oui,72,non,0,non,non,oui,6,non,non,non,non,non,non,oui,1802,non,0,oui,249,146,sans objet,non,oui,oui
70780168,CLINIQUE DU VIVARAIS,Etablissement de soins chirurgicaux,AUBENAS,7,82,Etablissement priv•À_ •À_ but lucratif,0,59,0,59,0,0,0,6,0,6,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
70780358,CH D'ANNONAY,Centre hospitalier (CH),ANNONAY,7,82,Etablissement public,144,45,20,209,0,23,10,10,0,20,0,2,oui,oui,non,non,non,non,non,non,-,oui,21.8,non,-,680,4.4,non,0,oui,61,non,0,non,non,oui,8,non,non,non,non,non,non,oui,1059,oui,8282,non,135,59,8,oui,non,oui
70780408,CLINIQUE DES CEVENNES,Etablissement de soins chirurgicaux,ANNONAY,7,82,Etablissement priv•À_ •À_ but lucratif,0,50,0,50,0,0,2,3,0,5,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,oui,1036,non,0,non,0,0,sans objet,non,non,non
70780424,CLINIQUE PASTEUR,Etablissement de soins pluridisciplinaires,GUILHERAND-GRANGES,7,82,Etablissement priv•À_ •À_ but lucratif,4,162,42,208,0,0,0,20,0,20,0,0,oui,non,non,non,non,non,non,oui,19.4,non,-,non,-,1358,3.9,non,0,oui,40,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,oui
80000037,CH DE SEDAN,Centre hospitalier (CH),SEDAN,8,21,Etablissement public,109,62,25,196,0,30,5,4,2,11,0,0,oui,non,non,non,non,non,non,non,-,oui,17.2,non,-,715,4.5,non,0,oui,51,non,0,non,non,non,0,oui,oui,non,non,non,non,oui,68,non,0,non,172,139,6,oui,non,oui
80000094,CLINIQUE DU PARC,Etablissement de soins pluridisciplinaires,CHARLEVILLE-MEZIERES,8,21,Etablissement priv•À_ •À_ but lucratif,17,89,0,106,0,0,9,37,0,46,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,oui,1852,non,0,non,0,0,sans objet,non,non,oui
80000144,CLINIQUE DU DOCTEUR LHOSTE,Etablissement de soins pluridisciplinaires,VILLERS-SEMEUSE,8,21,Etablissement priv•À_ •À_ but lucratif,0,32,0,32,0,0,0,7,0,7,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
80000615,CH DE CHARLEVILLE MEZIERES,Centre hospitalier (CH),CHARLEVILLE-MEZIERES,8,21,Etablissement public,331,117,59,507,0,68,26,3,4,33,0,0,oui,oui,oui,non,oui,non,non,non,-,oui,17.5,non,-,1881,4.5,non,0,oui,123,non,0,non,non,oui,12,oui,oui,non,non,non,non,oui,1119,oui,13355,non,393,197,10,oui,oui,oui
80001969,GROUPE HOSPITALIER SUD ARDENNES,Centre hospitalier (CH),RETHEL,8,21,Etablissement public,63,19,11,93,0,38,1,2,1,4,0,0,oui,non,non,non,non,non,non,oui,14.9,non,-,non,-,269,4.2,non,0,oui,49,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,75,45,7,non,non,oui
90780107,CH DU PAYS D'OLMES,Centre hospitalier (CH),LAVELANET,9,73,Etablissement public,36,38,0,74,0,35,6,5,0,11,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,oui,13,non,0,non,non,non,0,non,non,non,non,non,non,oui,179,non,0,non,14,9,sans objet,oui,non,oui
90781774,CH INTERCOMMUNAL DU VAL D'ARIEGE,Centre hospitalier (CH),FOIX,9,73,Etablissement public,162,63,31,256,0,49,20,11,2,33,0,0,oui,oui,non,non,non,non,non,non,-,oui,18.5,non,-,1081,3.9,non,0,oui,79,non,0,non,non,oui,8,non,non,non,non,non,non,oui,1655,oui,8019,non,330,235,5,oui,oui,oui
90781816,CH ARIEGE COUSERANS,Centre hospitalier (CH),SAINT-GIRONS,9,73,Etablissement public,41,27,4,72,106,50,2,3,0,5,40,0,oui,non,non,non,non,non,non,oui,11.8,non,-,non,-,221,3.7,non,0,oui,26,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,oui,86,51,sans objet,oui,oui,oui
100000017,CH DE TROYES,Centre hospitalier (CH),TROYES,10,21,Etablissement public,372,112,70,554,0,70,44,15,0,59,0,0,oui,oui,oui,non,oui,oui,non,non,-,non,-,oui,24.4,2413,3.8,non,0,oui,130,oui,6,non,non,oui,12,oui,non,non,non,non,oui,oui,4791,oui,11280,non,602,154,13,oui,oui,oui
100000082,CLINIQUE DU PAYS DE SEINE,Etablissement de soins chirurgicaux,ROMILLY-SUR-SEINE,10,21,Etablissement priv•À_ •À_ but lucratif,0,46,0,46,0,0,0,11,0,11,0,0,non,non,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,45,0,4,non,non,non
100000124,POLYCLINIQUE  MONTIER LA CELLE,Etablissement de soins pluridisciplinaires,SAINT-ANDRE-LES-VERGERS,10,21,Etablissement priv•À_ •À_ but lucratif,18,100,0,118,0,0,0,11,0,11,0,0,oui,oui,non,non,non,non,non,non,-,non,-,non,-,0,sans objet,non,0,non,0,non,0,non,non,non,0,non,non,non,non,non,non,non,0,non,0,non,0,0,sans objet,non,non,non
